Branch_ID,City,Region,Firm_Revenue,Expenses,Profit_Margin
1140,Mumbai,North,755330.0,90594,90.84
1141,Solapur,South,83554.0,441985,-19.24
1142,Kolhapur,South,152963.0,85291,36.59
1143,Solapur,East,469428.0,399652,20.4
1144,Nagpur,East,252494.0,434330,2.39
1145,Mumbai,South,957204.0,352462,1.32
1146,Mumbai,South,775818.0,473126,95.64
1147,Solapur,West,665993.0,380428,-44.51
1148,Nashik,North,146659.0,374894,77.88
1149,Mumbai,West,272071.0,108121,18.02
1150,Pune,East,972742.0,142072,35.0
1151,Solapur,North,931870.0,417137,60.89
1152,Nagpur,South,666200.0,469751,18.45
1153,Mumbai,West,92374.0,460919,98.1
1154,Nashik,North,581172.0,126846,80.14
1155,Solapur,West,414034.0,271238,-17.98
1156,Mumbai,North,138702.0,407721,50.56
1157,Nashik,North,,154403,21.3
1158,Kolhapur,North,290733.0,485981,4.16
1159,Nashik,East,643809.0,21990,2.75
1160,Solapur,East,312585.0,266325,-25.59
1161,Mumbai,West,815775.0,23574,18.65
1162,Nagpur,West,505660.0,216164,39.35
1163,Mumbai,West,144833.0,61565,69.75
1164,Kolhapur,West,975264.0,115810,-6.68
1165,Pune,South,339712.0,287127,66.07
1166,Nagpur,East,744810.0,50143,33.07
1167,Solapur,South,108475.0,165270,-11.29
1168,Pune,South,752153.0,249575,68.05
1169,Pune,East,840077.0,69074,40.43
1170,Mumbai,East,635619.0,440243,93.23
1171,Nashik,West,242767.0,323391,-6.74
1172,Pune,South,635646.0,439728,95.97
1173,Kolhapur,East,636516.0,113167,33.33
1174,Solapur,East,613918.0,190021,18.22
1175,Solapur,South,340442.0,397213,81.24
1176,Kolhapur,South,,448247,-26.32
1177,Kolhapur,West,596317.0,74584,19.3
1178,Nashik,East,728072.0,294584,-31.18
1179,Pune,South,519356.0,139025,41.98
1180,Nashik,South,212159.0,118613,-43.63
1181,Pune,South,,291527,97.03
1182,Mumbai,North,708095.0,348010,-48.78
1183,Solapur,West,786328.0,298745,89.83
1184,Kolhapur,East,291516.0,81564,46.63
1185,Nashik,North,814269.0,163240,73.41
1186,Pune,East,150509.0,337315,3.72
1187,Pune,North,502494.0,391351,-13.4
1188,Kolhapur,East,295840.0,253739,-24.03
1189,Nagpur,West,91013.0,229704,29.68
1190,Nagpur,East,945199.0,479231,-10.01
1191,Nagpur,North,654064.0,322440,82.02
1192,Nagpur,North,740959.0,300688,-45.51
1193,Nagpur,East,350370.0,360843,-37.32
1194,Nagpur,East,739970.0,374694,-17.63
1195,Solapur,East,466824.0,140751,-37.65
1196,Pune,East,219987.0,364854,74.2
1197,Solapur,South,96117.0,196719,-49.39
1198,Pune,South,364247.0,342435,47.75
1199,Nagpur,East,982153.0,301969,18.32
1200,Kolhapur,South,,355163,65.91
1201,Kolhapur,East,711399.0,490593,11.56
1202,Mumbai,West,915310.0,112660,46.76
1203,Nashik,North,772682.0,286464,45.89
1204,Kolhapur,West,58188.0,494293,4.58
1205,Nashik,North,521444.0,86348,-32.87
1206,Solapur,West,498333.0,207373,14.95
1207,Nagpur,North,402838.0,129623,81.26
1208,Solapur,North,774290.0,324621,69.46
1209,Nashik,North,,95647,5.72
1210,Nagpur,South,178363.0,164014,80.09
1211,Nashik,South,905634.0,215963,15.81
1212,Kolhapur,North,844764.0,436685,-20.56
1213,Pune,East,580234.0,492210,79.6
1214,Nashik,North,891396.0,466522,24.05
1215,Pune,North,699446.0,482171,15.07
1216,Mumbai,East,841077.0,422714,-14.76
1217,Nagpur,South,894540.0,488439,64.69
1218,Nashik,North,519640.0,112598,32.53
1219,Nashik,East,578852.0,182486,-18.9
1220,Nashik,East,118288.0,152324,-11.1
1221,Kolhapur,East,,282585,7.37
1222,Nashik,East,726501.0,176722,30.15
1223,Nagpur,West,297321.0,143804,70.78
1224,Nashik,North,472462.0,274775,-18.91
1225,Kolhapur,South,153515.0,436734,60.79
1226,Solapur,South,404512.0,314309,87.43
1227,Pune,West,990092.0,239838,9.35
1228,Pune,East,111240.0,233346,4.87
1229,Nashik,West,832356.0,101213,21.66
1230,Mumbai,East,456619.0,216028,72.57
1231,Solapur,West,354977.0,429650,-36.12
1232,Solapur,South,192880.0,448885,8.09
1233,Kolhapur,East,324268.0,395718,-45.6
1234,Mumbai,North,356398.0,134943,27.68
1235,Pune,North,187739.0,270092,91.62
1236,Kolhapur,West,260933.0,154884,-25.96
1237,Nagpur,East,124042.0,193523,-11.69
1238,Kolhapur,East,242557.0,476912,54.84
1239,Nashik,West,888354.0,247414,53.58
1240,Pune,East,82224.0,86131,39.51
1241,Nagpur,South,334277.0,234837,-13.74
1242,Pune,West,77741.0,203843,-40.02
1243,Kolhapur,West,116821.0,332210,-16.66
1244,Kolhapur,South,678627.0,321507,45.86
1245,Mumbai,North,695024.0,196918,-5.56
1246,Mumbai,North,325740.0,136796,76.26
1247,Pune,North,457796.0,462368,42.44
1248,Pune,East,,59554,-42.5
1249,Kolhapur,East,498436.0,187599,-36.77
1250,Nagpur,West,366272.0,145010,-7.91
1251,Nashik,South,912370.0,319590,36.04
1252,Solapur,East,194921.0,53263,90.53
1253,Nashik,West,553062.0,309277,-34.51
1254,Kolhapur,South,895220.0,339150,74.6
1255,Nagpur,South,851690.0,146308,35.92
1256,Nagpur,North,696063.0,496671,4.59
1257,Pune,North,393190.0,88843,46.44
1258,Mumbai,South,169077.0,225065,67.75
1259,Kolhapur,West,171585.0,71133,3.81
1260,Kolhapur,East,531181.0,175939,87.95
1261,Solapur,South,692354.0,439749,32.64
1262,Nashik,East,292544.0,101636,-26.46
1263,Solapur,South,709818.0,27976,32.02
1264,Nashik,North,426041.0,483658,64.82
1265,Kolhapur,East,504161.0,416486,37.99
1266,Nashik,North,61825.0,93928,37.62
1267,Mumbai,East,724495.0,69597,-45.84
1268,Kolhapur,West,472109.0,191740,19.5
1269,Solapur,East,549794.0,362968,4.84
1270,Mumbai,North,114502.0,345269,-43.43
1271,Nagpur,East,247228.0,396996,52.18
1272,Pune,South,761743.0,195224,-22.53
1273,Pune,West,66041.0,132925,2.49
1274,Pune,West,831738.0,147776,36.64
1275,Nagpur,West,441168.0,269966,16.04
1276,Pune,West,243708.0,105360,55.27
1277,Nagpur,North,548115.0,219189,76.71
1278,Pune,North,406944.0,427721,-24.61
1279,Nashik,West,667636.0,450223,-8.21
1280,Kolhapur,North,594325.0,256610,-22.13
1281,Kolhapur,North,605111.0,21453,24.88
1282,Mumbai,East,426304.0,290311,-38.11
1283,Kolhapur,East,748219.0,332592,61.19
1284,Nagpur,North,314049.0,318743,-30.81
1285,Kolhapur,East,,133738,92.02
1286,Kolhapur,South,597960.0,286715,76.06
1287,Nagpur,East,710254.0,274736,95.39
1288,Mumbai,South,750709.0,470784,-43.91
1289,Nashik,West,223333.0,489874,-19.23
1290,Mumbai,North,381988.0,451723,94.15
1291,Nagpur,West,70949.0,354685,97.7
1292,Kolhapur,West,,373494,-7.89
1293,Pune,South,995836.0,225541,39.81
1294,Pune,East,706546.0,98725,-18.88
1295,Nashik,North,217547.0,213456,84.22
1296,Nagpur,East,446636.0,295728,-29.47
1297,Nagpur,North,373351.0,469087,53.23
1298,Kolhapur,East,,45164,-6.48
1299,Nashik,South,848992.0,443017,6.07
1300,Solapur,East,575283.0,343346,32.19
1301,Nashik,South,958204.0,294366,14.12
1302,Mumbai,West,953231.0,345393,28.51
1303,Mumbai,North,213633.0,285632,51.95
1304,Solapur,East,940363.0,309537,-5.56
1305,Mumbai,East,420198.0,110686,60.82
1306,Nashik,East,226713.0,490123,12.58
1307,Mumbai,North,212676.0,466040,-46.73
1308,Nashik,North,791084.0,186678,77.0
1309,Mumbai,North,425396.0,369386,-7.76
1310,Mumbai,South,305379.0,147364,79.04
1311,Pune,East,634331.0,469000,61.69
1312,Pune,North,151541.0,354847,11.01
1313,Nashik,West,650377.0,276911,47.54
1314,Solapur,East,656661.0,363562,98.79
1315,Pune,North,721157.0,258275,-3.87
1316,Nashik,North,203817.0,395196,17.57
1317,Nashik,West,696103.0,86440,-27.72
1318,Kolhapur,North,742973.0,234141,80.71
1319,Pune,East,650191.0,187825,32.93
1320,Kolhapur,South,534803.0,41265,-34.71
1321,Solapur,West,815021.0,301656,39.63
1322,Mumbai,South,159560.0,344517,20.19
1323,Solapur,East,443661.0,371258,-3.89
1324,Kolhapur,North,415244.0,261861,-47.2
1325,Pune,North,331247.0,173187,-17.55
1326,Kolhapur,South,134485.0,70906,-19.1
1327,Nashik,North,152201.0,149226,57.31
1328,Pune,East,898320.0,279897,-11.11
1329,Pune,West,64441.0,491589,96.79
1330,Pune,South,218565.0,20520,-22.39
1331,Pune,South,293484.0,476524,83.96
1332,Solapur,East,681032.0,272689,4.79
1333,Nagpur,East,77399.0,147982,99.91
1334,Pune,West,706253.0,49137,70.57
1335,Solapur,East,659078.0,137312,40.61
1336,Solapur,South,818810.0,30204,74.59
1337,Pune,East,746535.0,449047,84.51
1338,Solapur,South,518661.0,388470,99.64
1339,Pune,South,449628.0,143172,-24.47
1340,Nashik,North,842459.0,230719,37.71
1341,Mumbai,East,275732.0,272981,8.02
1342,Solapur,North,283937.0,279985,7.82
1343,Nagpur,East,454238.0,329039,44.85
1344,Nagpur,South,,362711,25.62
1345,Nashik,East,888090.0,25230,71.58
1346,Solapur,North,342356.0,122607,-0.76
1347,Nashik,West,996834.0,360090,29.5
1348,Nagpur,East,,259141,94.84
1349,Nashik,South,230899.0,125780,-36.42
1350,Kolhapur,West,267992.0,199672,-9.72
1351,Pune,South,358346.0,234458,-34.75
1352,Mumbai,West,,297054,-40.59
1353,Pune,East,870510.0,350159,-47.5
1354,Kolhapur,East,219518.0,479776,4.82
1355,Solapur,East,217517.0,32202,77.28
1356,Kolhapur,South,519431.0,441632,-13.75
1357,Nagpur,West,491869.0,66944,-1.34
1358,Solapur,North,450058.0,159401,78.45
1359,Nashik,South,184166.0,186917,-27.5
1360,Kolhapur,South,435044.0,422920,-14.47
1361,Mumbai,South,675607.0,78220,56.79
1362,Pune,North,479507.0,481975,61.16
1363,Kolhapur,West,224791.0,38373,3.8
1364,Pune,South,861112.0,47400,-48.43
1365,Kolhapur,East,887706.0,90816,7.23
1366,Mumbai,West,292711.0,497710,57.32
1367,Mumbai,South,272344.0,35397,57.22
1368,Nashik,East,557344.0,367619,12.97
1369,Pune,West,620129.0,451495,2.32
1370,Nagpur,South,747492.0,323473,55.31
1371,Mumbai,East,108846.0,109030,92.34
1372,Nashik,North,373464.0,189481,68.92
1373,Mumbai,East,609020.0,316593,-15.61
1374,Kolhapur,North,923057.0,322105,94.4
1375,Kolhapur,West,120736.0,264483,41.46
1376,Solapur,West,160996.0,394440,-33.13
1377,Mumbai,West,128550.0,243978,0.53
1378,Solapur,North,447483.0,23271,58.61
1379,Solapur,North,730483.0,132472,80.47
1380,Nagpur,East,798769.0,476145,29.42
1381,Solapur,South,265881.0,410382,-29.34
1382,Solapur,North,786093.0,359588,-31.47
1383,Solapur,West,101491.0,324643,-1.11
1384,Mumbai,North,823023.0,235914,-44.37
1385,Kolhapur,South,162794.0,220711,12.78
1386,Kolhapur,East,320839.0,465441,66.57
1387,Mumbai,South,979088.0,71997,19.15
1388,Nashik,West,160800.0,438950,74.55
1389,Pune,West,273275.0,234513,48.59
1390,Nagpur,North,839704.0,410807,-21.0
1391,Mumbai,West,789537.0,473749,-17.84
1392,Nashik,North,503525.0,49446,2.45
1393,Nashik,West,744621.0,473731,30.71
1394,Nagpur,West,651591.0,389920,51.74
1395,Nashik,East,268875.0,25917,-24.04
1396,Kolhapur,West,292921.0,228111,-27.01
1397,Kolhapur,South,516918.0,219231,-48.14
1398,Kolhapur,West,86814.0,87041,-33.07
1399,Mumbai,West,140607.0,234585,62.78
1400,Kolhapur,West,358287.0,117596,-41.69
1401,Kolhapur,East,854747.0,345701,40.87
1402,Solapur,West,,450528,40.13
1403,Mumbai,East,567940.0,228473,98.88
1404,Nashik,West,255785.0,51718,51.65
1405,Pune,North,683776.0,240446,54.89
1406,Kolhapur,South,,301277,-36.56
1407,Pune,North,308658.0,177863,81.45
1408,Solapur,North,370620.0,166023,-2.0
1409,Kolhapur,West,943377.0,446561,-3.12
1410,Nashik,North,674319.0,447914,19.85
1411,Solapur,West,553190.0,20620,56.15
1412,Kolhapur,North,741045.0,274003,-5.83
1413,Solapur,North,767738.0,280413,66.63
1414,Solapur,North,179730.0,33160,-13.16
1415,Kolhapur,West,257337.0,76101,-31.59
1416,Pune,East,590360.0,52605,54.5
1417,Nagpur,South,528802.0,41116,88.24
1418,Nashik,South,168529.0,150902,86.45
1419,Solapur,South,75078.0,396884,-40.62
1420,Kolhapur,South,488290.0,311023,8.75
1421,Solapur,West,647760.0,233210,-6.9
1422,Mumbai,North,53700.0,41560,18.2
1423,Mumbai,East,789910.0,95222,-42.43
1424,Mumbai,East,541465.0,31127,11.61
1425,Nashik,West,456769.0,336341,94.14
1426,Nagpur,East,313492.0,260416,35.04
1427,Nashik,South,306103.0,469109,-17.41
1428,Kolhapur,West,69590.0,445766,71.38
1429,Nashik,West,828037.0,107503,9.6
1430,Kolhapur,West,858613.0,88611,-40.43
1431,Pune,South,272579.0,121037,2.86
1432,Nashik,North,603737.0,116877,72.11
1433,Mumbai,North,859751.0,391706,-16.86
1434,Mumbai,North,489301.0,273646,-1.02
1435,Solapur,West,134459.0,440240,-9.27
1436,Kolhapur,North,300473.0,208702,84.71
1437,Kolhapur,North,,33606,-5.87
1438,Solapur,South,821078.0,332798,-13.95
1439,Mumbai,West,727750.0,258306,89.08
1440,Nashik,East,351661.0,372597,99.97
1441,Nashik,West,426239.0,342623,39.04
1442,Kolhapur,South,82218.0,361570,90.22
1443,Nagpur,North,852336.0,338353,65.21
1444,Nashik,South,831890.0,165588,-21.86
1445,Pune,South,521225.0,208347,52.59
1446,Pune,East,171254.0,439801,68.52
1447,Nashik,West,690515.0,183554,61.45
1448,Solapur,East,810315.0,487186,29.49
1449,Solapur,West,386804.0,216567,27.28
1450,Solapur,East,115604.0,220281,73.28
1451,Pune,North,477806.0,416067,53.35
1452,Mumbai,East,643703.0,157044,68.94
1453,Kolhapur,East,517372.0,226511,-18.88
1454,Nagpur,East,424741.0,433559,94.96
1455,Kolhapur,South,649848.0,219280,59.92
1456,Solapur,North,94487.0,424038,13.35
1457,Nashik,North,715759.0,36324,39.89
1458,Mumbai,South,118943.0,494910,45.97
1459,Nagpur,South,649437.0,238318,70.19
1460,Mumbai,South,386303.0,369052,55.12
1461,Nashik,South,697084.0,483598,76.66
1462,Mumbai,South,526771.0,194721,9.21
1463,Nagpur,North,265109.0,417201,13.19
1464,Nashik,East,104399.0,118487,-21.71
1465,Pune,East,890078.0,23209,27.36
1466,Mumbai,East,183130.0,369811,10.23
1467,Nashik,West,344489.0,468557,49.73
1468,Mumbai,East,768420.0,164449,40.44
1469,Nashik,North,553056.0,88617,78.62
1470,Solapur,South,769514.0,140825,-24.76
1471,Mumbai,West,126190.0,160986,87.32
1472,Solapur,West,338461.0,150023,-16.92
1473,Solapur,West,866755.0,221547,58.11
1474,Pune,North,790000.0,144782,24.74
1475,Solapur,West,542033.0,317064,55.4
1476,Mumbai,West,703846.0,335924,30.44
1477,Mumbai,South,142861.0,226640,47.86
1478,Nagpur,North,207621.0,498299,62.8
1479,Solapur,North,787828.0,455970,-21.03
1480,Kolhapur,West,601129.0,335300,1.35
1481,Pune,West,446161.0,431049,80.08
1482,Nashik,East,140787.0,305083,75.42
1483,Nashik,East,969770.0,160996,52.17
1484,Nashik,North,329052.0,275615,-4.2
1485,Pune,West,297427.0,182486,-19.06
1486,Pune,North,999975.0,471140,-42.72
1487,Nagpur,North,263362.0,262504,90.11
1488,Nagpur,West,80167.0,128157,45.38
1489,Nashik,South,231799.0,84727,11.97
1490,Solapur,South,678240.0,119812,53.52
1491,Pune,South,750710.0,103189,18.7
1492,Solapur,South,944678.0,118934,2.6
1493,Nagpur,North,397046.0,366876,25.17
1494,Solapur,South,85939.0,321982,60.49
1495,Mumbai,South,782387.0,95006,75.66
1496,Pune,North,593338.0,252822,-35.06
1497,Pune,South,232904.0,370413,-40.27
1498,Nashik,West,582253.0,34952,1.04
1499,Kolhapur,South,101014.0,232018,-44.13
1500,Nashik,South,757389.0,429626,24.22
1501,Nashik,South,629391.0,62900,73.59
1502,Mumbai,West,235133.0,498806,2.15
1503,Nashik,West,103814.0,218245,21.37
1504,Nashik,West,645900.0,329571,36.15
1505,Pune,West,221265.0,280739,87.05
1506,Kolhapur,North,63927.0,254606,88.99
1507,Solapur,South,767178.0,81892,44.78
1508,Pune,South,698309.0,159788,-48.47
1509,Solapur,East,365327.0,109068,-21.56
1510,Pune,West,79853.0,411839,-19.75
1511,Mumbai,West,708729.0,296722,39.84
1512,Solapur,South,516524.0,34750,56.14
1513,Mumbai,South,612349.0,424973,-36.65
1514,Pune,South,,289371,-6.55
1515,Nagpur,West,943560.0,228782,26.07
1516,Mumbai,West,510682.0,212913,65.71
1517,Nashik,North,518806.0,168583,1.67
1518,Nagpur,East,213986.0,236304,24.58
1519,Pune,North,401069.0,412209,24.42
1520,Nagpur,North,721288.0,411579,89.01
1521,Mumbai,North,164239.0,240935,76.78
1522,Nagpur,South,588533.0,71483,78.68
1523,Pune,North,183638.0,395229,-25.01
1524,Nagpur,North,976883.0,461037,85.12
1525,Mumbai,East,478631.0,24036,9.06
1526,Solapur,North,698900.0,195121,31.71
1527,Solapur,North,926106.0,81190,42.15
1528,Kolhapur,West,838335.0,185585,14.53
1529,Kolhapur,West,99318.0,329650,1.49
1530,Mumbai,East,314730.0,200082,-12.8
1531,Pune,South,837353.0,423407,27.03
1532,Nagpur,East,387137.0,288541,75.64
1533,Nashik,West,182856.0,20654,64.78
1534,Kolhapur,South,620056.0,235991,26.49
1535,Mumbai,North,278807.0,216511,1.42
1536,Nagpur,North,500718.0,426442,-48.09
1537,Pune,North,61579.0,216097,-18.84
1538,Kolhapur,East,486359.0,133756,-21.98
1539,Nagpur,North,100981.0,435718,38.25
1540,Pune,West,490746.0,259224,88.11
1541,Mumbai,West,118188.0,75897,-2.57
1542,Nagpur,West,438639.0,76596,68.97
1543,Nashik,South,335267.0,266335,-0.54
1544,Kolhapur,South,995324.0,430464,94.62
1545,Nashik,East,954948.0,417476,-20.77
1546,Nagpur,East,,67502,11.03
1547,Mumbai,East,950693.0,104508,-27.6
1548,Solapur,South,990730.0,406514,-16.07
1549,Pune,South,106960.0,371902,-34.11
1550,Solapur,North,455408.0,434758,-33.57
1551,Pune,North,527544.0,379038,44.27
1552,Pune,West,629812.0,436697,67.58
1553,Pune,East,224110.0,150800,-37.85
1554,Solapur,North,636342.0,322246,-16.8
1555,Nashik,East,319006.0,363767,-1.84
1556,Nashik,West,565205.0,94738,90.52
1557,Nashik,South,528963.0,202030,39.71
1558,Mumbai,North,910448.0,44568,-33.91
1559,Solapur,North,298901.0,353623,5.46
1560,Pune,North,503578.0,357407,57.28
1561,Mumbai,East,926590.0,128317,96.74
1562,Mumbai,North,804517.0,472888,60.76
1563,Solapur,West,189921.0,492763,-22.82
1564,Nagpur,South,764357.0,390222,72.88
1565,Kolhapur,South,721991.0,31600,-49.5
1566,Nagpur,West,699406.0,70871,22.36
1567,Nashik,West,714027.0,455164,1.76
1568,Nashik,North,703737.0,388024,91.95
1569,Nashik,South,237225.0,129997,-43.11
1570,Nagpur,North,149665.0,311714,-11.66
1571,Kolhapur,East,75223.0,495797,-11.02
1572,Mumbai,North,221013.0,415123,13.51
1573,Mumbai,North,821574.0,462787,88.5
1574,Mumbai,East,51241.0,394133,47.89
1575,Nashik,South,96126.0,482084,-31.79
1576,Kolhapur,East,543086.0,473927,73.73
1577,Nagpur,North,789168.0,133094,44.48
1578,Kolhapur,North,815148.0,353594,-47.58
1579,Kolhapur,North,672162.0,272750,87.79
1580,Nashik,North,894954.0,331787,-42.88
1581,Pune,West,718986.0,159067,41.49
1582,Nashik,West,242081.0,129133,40.13
1583,Pune,North,698963.0,230379,41.32
1584,Kolhapur,North,213926.0,348782,77.24
1585,Pune,North,213719.0,448462,-31.45
1586,Nagpur,North,789479.0,280071,30.2
1587,Kolhapur,North,102100.0,80889,36.04
1588,Mumbai,North,761855.0,269266,9.65
1589,Solapur,North,614426.0,309963,29.21
1590,Nashik,South,566970.0,486922,25.14
1591,Nagpur,South,515400.0,117140,63.85
1592,Nashik,West,186842.0,230714,-28.12
1593,Pune,West,493724.0,466772,-45.56
1594,Mumbai,North,677221.0,363921,89.72
1595,Mumbai,South,239159.0,433444,-2.95
1596,Solapur,East,892003.0,273973,68.76
1597,Pune,North,597456.0,449606,-2.04
1598,Solapur,South,147812.0,110772,-49.41
1599,Nashik,East,184962.0,330584,-17.66
1600,Mumbai,East,138408.0,202900,-34.18
1601,Mumbai,South,960427.0,459729,73.41
1602,Solapur,North,195508.0,141767,-24.38
1603,Kolhapur,South,259503.0,150348,99.05
1604,Kolhapur,East,132615.0,68342,41.91
1605,Kolhapur,East,478131.0,453559,-1.56
1606,Pune,West,564083.0,485975,25.72
1607,Mumbai,North,910545.0,226916,94.26
1608,Nagpur,East,958583.0,404398,45.42
1609,Kolhapur,South,662508.0,238401,63.04
1610,Nagpur,North,,344764,24.06
1611,Pune,South,798653.0,352900,29.91
1612,Pune,East,398559.0,396994,97.59
1613,Kolhapur,North,704298.0,263965,40.67
